prompt_id,annotator1,annotator2
death_penalty_12415,5,5.0
death_penalty_1242,4,
death_penalty_12426,4,4.0
death_penalty_12438,4,4.0
death_penalty_12448,4,4.0
death_penalty_12455,9,9.0
death_penalty_12485,7,7.0
death_penalty_12499,7,
death_penalty_12505,10,10.0
death_penalty_12506,11,11.0
death_penalty_12514,5,5.0
death_penalty_12517,7,7.0
death_penalty_12519,7,7.0
death_penalty_12533,5,5.0
death_penalty_12534,10,
death_penalty_12548,5,5.0
death_penalty_12565,14,14.0
death_penalty_12566,14,14.0
death_penalty_12573,14,14.0
death_penalty_12601,3,3.0
death_penalty_12606,4,4.0
death_penalty_12612,4,4.0
death_penalty_12616,8,
death_penalty_12617,8,8.0
death_penalty_12631,7,
death_penalty_12635,10,
death_penalty_12639,4,
death_penalty_12654,10,
death_penalty_12655,7,7.0
death_penalty_1266,5,5.0
death_penalty_12671,7,7.0
death_penalty_12690,12,
death_penalty_12698,5,5.0
death_penalty_1270,13,
death_penalty_12708,7,
death_penalty_12722,3,3.0
death_penalty_12733,5,5.0
death_penalty_12737,7,
death_penalty_12742,10,10.0
death_penalty_12743,8,8.0
death_penalty_12747,5,
death_penalty_1275,7,7.0
death_penalty_12757,5,5.0
death_penalty_12760,3,
death_penalty_12762,6,6.0
death_penalty_12766,7,7.0
death_penalty_1277,14,14.0
death_penalty_12772,5,5.0
death_penalty_12782,14,14.0
death_penalty_12786,7,7.0
death_penalty_12788,7,7.0
death_penalty_12791,3,
death_penalty_12808,7,7.0
death_penalty_12816,5,5.0
death_penalty_12820,5,7.0
death_penalty_12834,11,11.0
death_penalty_12844,7,7.0
death_penalty_12850,5,
death_penalty_12857,4,
death_penalty_12858,7,5.0
death_penalty_12867,9,9.0
death_penalty_12877,4,
death_penalty_12886,7,7.0
death_penalty_129,3,3.0
death_penalty_12901,5,5.0
death_penalty_12904,7,7.0
death_penalty_12910,3,3.0
death_penalty_12918,4,
death_penalty_12926,3,3.0
death_penalty_12931,4,
death_penalty_1294,5,5.0
death_penalty_12940,12,
death_penalty_12945,5,5.0
death_penalty_12958,4,
death_penalty_12964,5,5.0
death_penalty_12976,5,
death_penalty_12983,7,7.0
death_penalty_12986,5,5.0
death_penalty_12989,5,5.0
death_penalty_12997,14,14.0
death_penalty_13,4,4.0
death_penalty_13002,14,14.0
death_penalty_13008,12,12.0
death_penalty_1301,3,3.0
death_penalty_13030,4,4.0
death_penalty_13032,5,
death_penalty_13038,5,5.0
death_penalty_1305,13,
death_penalty_13056,7,7.0
death_penalty_13072,3,3.0
death_penalty_13083,5,
death_penalty_13084,5,5.0
death_penalty_13090,11,11.0
death_penalty_13098,5,4.0
death_penalty_13107,4,
death_penalty_13109,13,13.0
death_penalty_13115,10,10.0
death_penalty_13116,3,3.0
death_penalty_13119,12,13.0
death_penalty_13125,5,5.0
death_penalty_13128,7,7.0
death_penalty_13130,5,5.0
death_penalty_13135,12,
death_penalty_13136,3,3.0
death_penalty_13146,3,
death_penalty_13149,3,3.0
death_penalty_13157,5,
death_penalty_13159,3,
death_penalty_13163,5,
death_penalty_13169,5,5.0
death_penalty_13170,11,11.0
death_penalty_13177,4,7.0
death_penalty_13183,5,5.0
death_penalty_13200,5,5.0
death_penalty_13208,5,5.0
death_penalty_13220,4,4.0
death_penalty_13230,5,5.0
death_penalty_13231,5,5.0
death_penalty_13232,5,5.0
death_penalty_13248,4,4.0
death_penalty_13249,5,5.0
death_penalty_13267,5,
death_penalty_13268,4,
death_penalty_13273,13,13.0
death_penalty_13276,5,
death_penalty_13284,5,
death_penalty_133,9,9.0
death_penalty_13304,4,4.0
death_penalty_13306,9,9.0
death_penalty_13310,4,
death_penalty_13314,5,5.0
death_penalty_13324,7,7.0
death_penalty_13331,5,5.0
death_penalty_13343,7,7.0
death_penalty_13349,5,5.0
death_penalty_13361,5,5.0
death_penalty_13367,4,5.0
death_penalty_13382,3,3.0
death_penalty_13383,11,11.0
death_penalty_13388,7,7.0
death_penalty_13393,5,5.0
death_penalty_13405,6,
death_penalty_1341,5,5.0
death_penalty_13419,3,4.0
death_penalty_1342,5,
death_penalty_13421,7,7.0
death_penalty_13422,5,5.0
death_penalty_13423,14,14.0
death_penalty_13431,9,
death_penalty_13434,7,
death_penalty_13435,5,5.0
death_penalty_13438,12,12.0
death_penalty_13439,5,5.0
death_penalty_13443,1,1.0
death_penalty_13444,12,12.0
death_penalty_13447,4,4.0
death_penalty_13460,12,12.0
death_penalty_13464,4,4.0
death_penalty_13466,5,
death_penalty_13480,4,4.0
death_penalty_13489,5,5.0
death_penalty_13491,12,12.0
death_penalty_13501,7,
death_penalty_13506,12,12.0
death_penalty_13510,5,
death_penalty_13516,6,6.0
death_penalty_13519,7,
death_penalty_13521,5,
death_penalty_13538,3,
death_penalty_13549,3,
death_penalty_13584,5,5.0
death_penalty_13585,3,
death_penalty_1359,4,4.0
death_penalty_13599,14,
death_penalty_13602,5,5.0
death_penalty_13605,4,4.0
death_penalty_13607,7,7.0
death_penalty_13624,7,7.0
death_penalty_13628,5,5.0
death_penalty_13660,7,7.0
death_penalty_13663,10,
death_penalty_13667,7,7.0
death_penalty_13670,5,
death_penalty_13699,7,7.0
death_penalty_13701,3,3.0
death_penalty_13709,14,
death_penalty_13722,9,9.0
death_penalty_13726,14,
death_penalty_1373,5,
death_penalty_13752,7,7.0
death_penalty_13756,10,10.0
death_penalty_1377,5,5.0
death_penalty_13796,13,
death_penalty_1380,6,
death_penalty_13800,5,
death_penalty_13803,9,9.0
death_penalty_13814,9,9.0
death_penalty_1382,3,3.0
death_penalty_13842,5,5.0
death_penalty_1387,5,5.0
death_penalty_13887,5,5.0
death_penalty_13889,3,3.0
death_penalty_13897,9,9.0
death_penalty_13907,4,4.0
death_penalty_13912,13,13.0
death_penalty_13913,5,5.0
death_penalty_13918,10,10.0
death_penalty_13949,9,9.0
death_penalty_13963,7,
death_penalty_13966,7,7.0
death_penalty_13968,7,7.0
death_penalty_1397,7,7.0
death_penalty_13975,4,4.0
death_penalty_13986,7,
death_penalty_13995,9,9.0
death_penalty_14010,4,4.0
death_penalty_14027,9,9.0
death_penalty_14028,5,5.0
death_penalty_14039,7,
death_penalty_14040,7,7.0
death_penalty_14055,6,6.0
death_penalty_14078,4,4.0
death_penalty_14079,5,5.0
death_penalty_14085,5,5.0
death_penalty_14086,7,7.0
death_penalty_14101,5,
death_penalty_14113,3,
death_penalty_14116,11,
death_penalty_14138,5,
death_penalty_14146,5,
death_penalty_14161,3,3.0
death_penalty_14178,6,6.0
death_penalty_14207,5,5.0
death_penalty_14211,6,6.0
death_penalty_14213,5,5.0
death_penalty_14215,4,4.0
death_penalty_14223,5,5.0
death_penalty_14227,1,1.0
death_penalty_14239,4,4.0
death_penalty_14250,6,
death_penalty_14258,10,10.0
death_penalty_14259,7,7.0
death_penalty_1428,12,12.0
death_penalty_14294,7,7.0
death_penalty_14299,9,9.0
death_penalty_143,5,5.0
death_penalty_1431,5,5.0
death_penalty_14310,13,13.0
death_penalty_14319,5,5.0
death_penalty_14321,5,
death_penalty_14329,5,5.0
death_penalty_14331,6,6.0
death_penalty_14345,5,4.0
death_penalty_14351,5,5.0
death_penalty_14355,5,5.0
death_penalty_14370,5,
death_penalty_14372,6,6.0
death_penalty_14379,6,6.0
death_penalty_1438,5,5.0
death_penalty_14387,9,3.0
death_penalty_14388,6,6.0
death_penalty_14389,5,5.0
death_penalty_14403,4,4.0
death_penalty_14431,4,4.0
death_penalty_14438,5,5.0
death_penalty_1444,5,
death_penalty_14441,13,13.0
death_penalty_14451,4,4.0
death_penalty_14463,9,
death_penalty_14472,13,
death_penalty_14475,7,7.0
death_penalty_14477,11,11.0
death_penalty_14490,13,13.0
death_penalty_14493,5,5.0
death_penalty_14517,5,
death_penalty_1452,6,6.0
death_penalty_14524,3,3.0
death_penalty_1453,3,3.0
death_penalty_14540,10,10.0
death_penalty_14553,7,7.0
death_penalty_1456,7,7.0
death_penalty_14569,10,10.0
death_penalty_14570,5,5.0
death_penalty_14597,5,5.0
death_penalty_14603,7,7.0
death_penalty_14608,4,4.0
death_penalty_1461,6,6.0
death_penalty_14611,3,
death_penalty_14621,4,
death_penalty_14628,5,5.0
death_penalty_14629,4,4.0
death_penalty_14635,5,5.0
death_penalty_14642,5,5.0
death_penalty_14661,7,7.0
death_penalty_14662,9,9.0
death_penalty_14663,5,5.0
death_penalty_14665,5,
death_penalty_1467,9,9.0
death_penalty_1469,4,
death_penalty_14691,5,5.0
death_penalty_14698,5,5.0
death_penalty_14699,13,13.0
death_penalty_14702,5,5.0
death_penalty_14705,5,
death_penalty_14709,5,
death_penalty_14716,4,4.0
death_penalty_14718,5,5.0
death_penalty_14736,5,5.0
death_penalty_14738,7,
death_penalty_14742,4,
death_penalty_14743,6,6.0
death_penalty_14766,9,
death_penalty_14784,11,11.0
death_penalty_14794,5,
death_penalty_14797,6,6.0
death_penalty_14803,7,7.0
death_penalty_14804,13,
death_penalty_14820,4,
death_penalty_14836,13,13.0
death_penalty_14840,4,4.0
death_penalty_14851,1,1.0
death_penalty_14852,13,13.0
death_penalty_14858,11,11.0
death_penalty_14859,11,11.0
death_penalty_14885,7,7.0
death_penalty_1490,5,
death_penalty_14903,5,
death_penalty_14916,5,
death_penalty_14917,7,7.0
death_penalty_14920,11,11.0
death_penalty_14924,5,
death_penalty_14930,5,
death_penalty_14933,7,7.0
death_penalty_14936,11,11.0
death_penalty_1494,7,7.0
death_penalty_14940,11,11.0
death_penalty_14941,13,
death_penalty_14944,5,5.0
death_penalty_14949,5,5.0
death_penalty_14956,7,
death_penalty_14957,11,
death_penalty_14958,7,
death_penalty_14960,13,13.0
death_penalty_14968,13,
death_penalty_14970,4,
death_penalty_14980,4,
death_penalty_14988,5,
death_penalty_15010,5,5.0
death_penalty_15022,13,13.0
death_penalty_15028,7,7.0
death_penalty_15038,8,8.0
death_penalty_15045,4,
death_penalty_1505,14,14.0
death_penalty_15063,11,11.0
death_penalty_15064,5,
death_penalty_15075,5,5.0
death_penalty_15082,13,
death_penalty_15083,5,5.0
death_penalty_1509,7,7.0
death_penalty_15093,7,7.0
death_penalty_15098,3,3.0
death_penalty_1510,6,
death_penalty_15100,14,
death_penalty_15101,7,7.0
death_penalty_15103,14,14.0
death_penalty_15117,4,4.0
death_penalty_15125,7,7.0
death_penalty_15127,5,7.0
death_penalty_15143,14,14.0
death_penalty_15148,7,
death_penalty_15161,7,
death_penalty_15169,11,
death_penalty_15174,5,5.0
death_penalty_15193,13,13.0
death_penalty_15207,4,4.0
death_penalty_15212,7,7.0
death_penalty_15217,5,5.0
death_penalty_15221,13,13.0
death_penalty_15226,13,
death_penalty_15230,3,13.0
death_penalty_15231,13,13.0
death_penalty_15238,5,5.0
death_penalty_1524,7,7.0
death_penalty_15241,4,4.0
death_penalty_15242,11,11.0
death_penalty_15245,6,
death_penalty_1525,5,5.0
death_penalty_15257,13,13.0
death_penalty_15262,5,5.0
death_penalty_15267,4,
death_penalty_15273,6,
death_penalty_15289,6,
death_penalty_15299,4,4.0
death_penalty_15321,5,5.0
death_penalty_15332,6,4.0
death_penalty_15334,13,13.0
death_penalty_15336,4,4.0
death_penalty_15338,7,7.0
death_penalty_15339,5,5.0
death_penalty_1534,5,5.0
death_penalty_15373,7,7.0
death_penalty_15380,4,
death_penalty_15383,4,4.0
death_penalty_15398,5,5.0
death_penalty_154,12,12.0
death_penalty_15402,7,7.0
death_penalty_15403,3,7.0
death_penalty_15405,4,4.0
death_penalty_15413,3,3.0
death_penalty_15417,7,7.0
death_penalty_15426,5,5.0
death_penalty_15431,4,4.0
death_penalty_15439,13,13.0
death_penalty_15455,7,7.0
death_penalty_15457,7,7.0
death_penalty_1546,5,
death_penalty_15465,13,13.0
death_penalty_15468,3,
death_penalty_15470,5,5.0
death_penalty_15475,5,5.0
death_penalty_15478,7,7.0
death_penalty_15484,5,5.0
death_penalty_15489,13,13.0
death_penalty_1549,7,
death_penalty_15490,4,
death_penalty_15494,6,6.0
death_penalty_15498,8,8.0
death_penalty_15519,7,7.0
death_penalty_1552,5,5.0
death_penalty_15536,4,4.0
death_penalty_15545,7,7.0
death_penalty_15547,5,5.0
death_penalty_15565,5,
death_penalty_15569,5,5.0
death_penalty_1558,7,7.0
death_penalty_15580,4,4.0
death_penalty_15584,5,5.0
death_penalty_15599,7,7.0
death_penalty_15615,13,13.0
death_penalty_15629,12,6.0
death_penalty_15641,9,13.0
death_penalty_15642,5,5.0
death_penalty_15654,4,4.0
death_penalty_15659,4,
death_penalty_1566,5,5.0
death_penalty_15671,4,
death_penalty_15673,5,5.0
death_penalty_15684,4,4.0
death_penalty_15692,5,5.0
death_penalty_15704,10,10.0
death_penalty_15706,4,4.0
death_penalty_15707,2,2.0
death_penalty_15708,14,
death_penalty_15709,4,4.0
death_penalty_15710,7,7.0
death_penalty_15718,5,5.0
death_penalty_15722,7,7.0
death_penalty_15723,4,
death_penalty_15728,13,
death_penalty_15736,7,7.0
death_penalty_15740,5,5.0
death_penalty_15742,13,
death_penalty_15743,13,13.0
death_penalty_15746,4,4.0
death_penalty_15756,5,5.0
death_penalty_15767,6,6.0
death_penalty_15772,4,4.0
death_penalty_15774,13,13.0
death_penalty_15783,5,5.0
death_penalty_15792,13,13.0
death_penalty_15796,5,5.0
death_penalty_15815,5,
death_penalty_15831,4,
death_penalty_1585,10,10.0
death_penalty_15858,4,4.0
death_penalty_15862,4,4.0
death_penalty_15869,7,
death_penalty_15875,5,5.0
death_penalty_15882,10,10.0
death_penalty_15904,13,13.0
death_penalty_15905,4,4.0
death_penalty_15923,7,7.0
death_penalty_15927,7,
death_penalty_1593,7,7.0
death_penalty_15934,5,
death_penalty_15950,5,7.0
death_penalty_15965,13,13.0
death_penalty_15978,4,4.0
death_penalty_15985,4,4.0
death_penalty_15987,4,4.0
death_penalty_15988,7,7.0
death_penalty_15997,4,4.0
death_penalty_16008,6,
death_penalty_16015,9,9.0
death_penalty_16016,5,5.0
death_penalty_1602,7,7.0
death_penalty_16023,4,
death_penalty_16034,4,4.0
death_penalty_16035,6,
death_penalty_16041,13,13.0
death_penalty_16044,9,
death_penalty_16055,6,6.0
death_penalty_16057,5,
death_penalty_16058,4,4.0
death_penalty_16059,6,6.0
death_penalty_16080,4,4.0
death_penalty_16082,4,4.0
death_penalty_16085,5,
death_penalty_16105,7,7.0
death_penalty_16112,13,
death_penalty_1612,5,5.0
death_penalty_16125,13,
death_penalty_16134,12,12.0
death_penalty_16142,7,
death_penalty_16154,14,14.0
death_penalty_16166,5,
death_penalty_1617,11,
death_penalty_16170,5,5.0
death_penalty_16177,7,7.0
death_penalty_16179,7,
death_penalty_16181,4,4.0
death_penalty_16189,5,5.0
death_penalty_16191,12,12.0
death_penalty_16194,5,
death_penalty_16197,7,7.0
death_penalty_16206,4,4.0
death_penalty_16210,4,4.0
death_penalty_16212,5,5.0
death_penalty_16217,5,5.0
death_penalty_16240,4,4.0
death_penalty_1625,5,
death_penalty_16255,7,7.0
death_penalty_16257,7,
death_penalty_16268,12,12.0
death_penalty_16270,11,
death_penalty_16290,6,6.0
death_penalty_16292,4,5.0
death_penalty_16293,7,7.0
death_penalty_16303,10,10.0
death_penalty_16305,5,5.0
death_penalty_16307,9,9.0
death_penalty_16308,4,
death_penalty_16314,7,
death_penalty_16326,5,7.0
death_penalty_1633,5,5.0
death_penalty_16348,5,5.0
death_penalty_16357,9,9.0
death_penalty_16370,4,4.0
death_penalty_16378,5,5.0
death_penalty_16382,4,4.0
death_penalty_16385,13,13.0
death_penalty_1639,5,
death_penalty_16407,5,5.0
death_penalty_16412,5,5.0
death_penalty_16423,14,14.0
death_penalty_16426,5,5.0
death_penalty_16430,5,5.0
death_penalty_16443,6,
death_penalty_16476,4,4.0
death_penalty_16477,4,
death_penalty_16501,13,13.0
death_penalty_16512,5,
death_penalty_16517,10,10.0
death_penalty_16531,12,12.0
death_penalty_16534,4,4.0
death_penalty_16541,5,
death_penalty_16543,4,4.0
death_penalty_16561,13,13.0
death_penalty_16569,13,13.0
death_penalty_16573,6,
death_penalty_16577,7,7.0
death_penalty_16586,5,5.0
death_penalty_16597,9,9.0
death_penalty_1660,5,5.0
death_penalty_16607,5,5.0
death_penalty_16616,7,7.0
death_penalty_16630,5,5.0
death_penalty_16664,5,
death_penalty_16665,4,4.0
death_penalty_16668,8,
death_penalty_16682,7,7.0
death_penalty_16686,4,4.0
death_penalty_16707,5,5.0
death_penalty_1671,3,3.0
death_penalty_16712,5,
death_penalty_1672,4,4.0
death_penalty_16721,4,4.0
death_penalty_16728,7,
death_penalty_16731,5,5.0
death_penalty_16737,5,5.0
death_penalty_16750,13,13.0
death_penalty_16765,5,5.0
death_penalty_16777,4,
death_penalty_16778,4,
death_penalty_16781,5,5.0
death_penalty_16819,11,11.0
death_penalty_16826,5,5.0
death_penalty_16837,4,4.0
death_penalty_16838,13,13.0
death_penalty_16857,10,10.0
death_penalty_16858,4,4.0
death_penalty_16877,7,
death_penalty_16883,7,
death_penalty_16884,5,
death_penalty_16889,3,
death_penalty_16891,13,
death_penalty_16894,10,
death_penalty_16898,4,4.0
death_penalty_16899,5,
death_penalty_1690,5,5.0
death_penalty_16902,7,7.0
death_penalty_16912,7,7.0
death_penalty_16919,3,3.0
death_penalty_16927,6,6.0
death_penalty_16942,7,7.0
death_penalty_16956,5,5.0
death_penalty_16965,5,5.0
death_penalty_16974,6,6.0
death_penalty_16978,6,6.0
death_penalty_16983,5,5.0
death_penalty_16988,5,5.0
death_penalty_16989,5,
death_penalty_16995,1,1.0
death_penalty_16997,9,9.0
death_penalty_16998,5,5.0
death_penalty_17021,6,6.0
death_penalty_17031,7,7.0
death_penalty_17035,7,7.0
death_penalty_17036,9,9.0
death_penalty_17043,7,7.0
death_penalty_17044,5,5.0
death_penalty_1705,7,7.0
death_penalty_17057,9,9.0
death_penalty_17059,5,5.0
death_penalty_17064,8,8.0
death_penalty_17071,5,
death_penalty_17076,11,11.0
death_penalty_17081,4,
death_penalty_17095,5,7.0
death_penalty_17108,7,7.0
death_penalty_17126,7,7.0
death_penalty_17127,4,4.0
death_penalty_17129,4,4.0
death_penalty_17136,5,
death_penalty_17140,6,6.0
death_penalty_17141,4,4.0
death_penalty_17146,5,
death_penalty_1715,7,
death_penalty_17154,7,7.0
death_penalty_17163,5,5.0
death_penalty_17164,5,5.0
death_penalty_17165,4,4.0
death_penalty_17178,4,4.0
death_penalty_17181,4,4.0
death_penalty_17186,4,4.0
death_penalty_17193,5,
death_penalty_17203,7,7.0
death_penalty_1721,7,7.0
death_penalty_17210,5,5.0
death_penalty_17218,4,
death_penalty_17222,8,8.0
death_penalty_17235,5,5.0
death_penalty_17247,7,7.0
death_penalty_17256,5,
death_penalty_17268,3,3.0
death_penalty_17272,4,4.0
death_penalty_17275,5,5.0
death_penalty_17295,10,
death_penalty_17299,14,14.0
death_penalty_17302,5,
death_penalty_1732,5,5.0
death_penalty_17339,9,9.0
death_penalty_17353,4,4.0
death_penalty_17355,14,14.0
death_penalty_17361,10,
death_penalty_17365,7,7.0
death_penalty_17372,3,3.0
death_penalty_1738,6,6.0
death_penalty_17380,5,5.0
death_penalty_17386,8,8.0
death_penalty_17389,5,5.0
death_penalty_17393,5,5.0
death_penalty_174,5,
death_penalty_17400,5,5.0
death_penalty_17406,3,3.0
death_penalty_17411,4,4.0
death_penalty_17416,5,5.0
death_penalty_17421,8,8.0
death_penalty_17430,3,3.0
death_penalty_17446,3,3.0
death_penalty_17456,9,
death_penalty_17464,10,10.0
death_penalty_17471,8,8.0
death_penalty_17472,7,7.0
death_penalty_17479,8,8.0
death_penalty_17481,3,3.0
death_penalty_17483,7,7.0
death_penalty_17487,7,7.0
death_penalty_17488,6,
death_penalty_17495,10,10.0
death_penalty_17496,6,6.0
death_penalty_17500,11,
death_penalty_17503,3,3.0
death_penalty_17505,11,11.0
death_penalty_17528,11,11.0
death_penalty_17531,4,4.0
death_penalty_17534,3,
death_penalty_17536,5,5.0
death_penalty_17546,13,13.0
death_penalty_17555,7,7.0
death_penalty_17562,10,10.0
death_penalty_17563,5,5.0
death_penalty_17570,5,5.0
death_penalty_17591,3,
death_penalty_17600,12,12.0
death_penalty_17606,5,5.0
death_penalty_17610,7,7.0
death_penalty_17614,7,
death_penalty_17617,4,4.0
death_penalty_17627,5,5.0
death_penalty_1763,7,7.0
death_penalty_17633,5,5.0
death_penalty_17637,1,
death_penalty_17641,13,5.0
death_penalty_17646,4,4.0
death_penalty_17652,10,10.0
death_penalty_17666,7,7.0
death_penalty_17670,5,5.0
death_penalty_17671,7,
death_penalty_17674,7,7.0
death_penalty_17682,13,13.0
death_penalty_17705,4,4.0
death_penalty_17714,9,
death_penalty_17715,13,13.0
death_penalty_17721,5,5.0
death_penalty_17731,5,
death_penalty_17733,3,
death_penalty_17734,9,
death_penalty_17736,1,1.0
death_penalty_17755,14,14.0
death_penalty_17758,4,4.0
death_penalty_17759,14,14.0
death_penalty_17762,8,8.0
death_penalty_17775,5,5.0
death_penalty_17783,7,7.0
death_penalty_17792,7,
death_penalty_17811,5,5.0
death_penalty_17813,5,
death_penalty_17815,5,
death_penalty_17823,9,9.0
death_penalty_17833,11,4.0
death_penalty_17836,13,
death_penalty_17842,4,4.0
death_penalty_17847,3,3.0
death_penalty_17856,8,8.0
death_penalty_17873,7,7.0
death_penalty_17887,10,3.0
death_penalty_17891,14,14.0
death_penalty_17892,4,3.0
death_penalty_17894,8,8.0
death_penalty_17901,8,
death_penalty_17907,7,7.0
death_penalty_1791,4,4.0
death_penalty_17916,9,9.0
death_penalty_17918,5,
death_penalty_17920,9,
death_penalty_17924,3,
death_penalty_17929,12,12.0
death_penalty_17962,14,
death_penalty_17969,9,9.0
death_penalty_17984,4,4.0
death_penalty_17989,4,4.0
death_penalty_17992,4,4.0
death_penalty_180,10,10.0
death_penalty_18008,14,
death_penalty_18023,5,5.0
death_penalty_18034,7,7.0
death_penalty_18046,8,8.0
death_penalty_18049,5,5.0
death_penalty_18053,7,
death_penalty_18071,5,
death_penalty_18081,8,8.0
death_penalty_18082,5,
death_penalty_18085,4,4.0
death_penalty_18086,13,13.0
death_penalty_18091,5,5.0
death_penalty_18109,5,5.0
death_penalty_18112,5,5.0
death_penalty_18128,7,7.0
death_penalty_18137,5,5.0
death_penalty_18139,14,14.0
death_penalty_18141,7,7.0
death_penalty_18153,3,7.0
death_penalty_18161,6,6.0
death_penalty_18168,5,5.0
death_penalty_18169,5,5.0
death_penalty_18171,5,5.0
death_penalty_18175,5,5.0
death_penalty_18187,4,4.0
death_penalty_18206,5,5.0
death_penalty_18214,7,7.0
death_penalty_18222,6,
death_penalty_18251,11,11.0
death_penalty_1826,7,7.0
death_penalty_18260,10,10.0
death_penalty_18263,13,
death_penalty_18264,9,
death_penalty_18281,14,
death_penalty_18292,5,5.0
death_penalty_18300,1,
death_penalty_18305,8,
death_penalty_18319,4,4.0
death_penalty_18331,4,4.0
death_penalty_18333,4,4.0
death_penalty_18339,5,5.0
death_penalty_1834,5,5.0
death_penalty_1835,5,5.0
death_penalty_18353,5,
death_penalty_18355,7,7.0
death_penalty_18356,10,10.0
death_penalty_18357,4,4.0
death_penalty_18358,2,
death_penalty_18375,5,4.0
death_penalty_18382,14,14.0
death_penalty_18388,5,5.0
death_penalty_18408,5,5.0
death_penalty_18409,6,6.0
death_penalty_1841,9,3.0
death_penalty_18410,4,4.0
death_penalty_18411,4,
death_penalty_18418,4,4.0
death_penalty_18420,4,4.0
death_penalty_18421,3,3.0
death_penalty_18425,5,5.0
death_penalty_18434,6,6.0
death_penalty_18435,4,4.0
death_penalty_18441,5,5.0
death_penalty_18457,4,4.0
death_penalty_18464,4,
death_penalty_18466,5,
death_penalty_1847,5,5.0
death_penalty_18472,4,
death_penalty_18488,1,1.0
death_penalty_18491,5,
death_penalty_18494,5,
death_penalty_185,3,
death_penalty_18504,5,5.0
death_penalty_18506,5,5.0
death_penalty_18523,11,11.0
death_penalty_18532,5,5.0
death_penalty_18536,10,10.0
death_penalty_18547,5,5.0
death_penalty_18551,5,5.0
death_penalty_18554,7,
death_penalty_18558,12,12.0
death_penalty_18569,8,8.0
death_penalty_18572,4,4.0
death_penalty_18577,5,5.0
death_penalty_18580,10,10.0
death_penalty_18586,5,5.0
death_penalty_18597,7,
death_penalty_18608,7,7.0
death_penalty_18624,5,
death_penalty_18626,5,5.0
death_penalty_18627,5,5.0
death_penalty_18632,7,7.0
death_penalty_18649,4,4.0
death_penalty_18652,4,
death_penalty_18654,5,5.0
death_penalty_18656,9,5.0
death_penalty_18661,5,5.0
death_penalty_18689,5,
death_penalty_18690,5,5.0
death_penalty_18698,4,4.0
death_penalty_18708,5,5.0
death_penalty_18709,5,5.0
death_penalty_18722,7,7.0
death_penalty_18759,5,5.0
death_penalty_18763,5,
death_penalty_18777,11,11.0
death_penalty_1878,5,
death_penalty_18780,9,9.0
death_penalty_18796,9,9.0
death_penalty_18798,10,
death_penalty_1880,5,
death_penalty_18822,11,11.0
death_penalty_18829,7,7.0
death_penalty_18832,5,5.0
death_penalty_1885,7,7.0
death_penalty_18850,5,
death_penalty_18866,5,5.0
death_penalty_1887,5,5.0
death_penalty_18870,7,
death_penalty_18890,5,
death_penalty_18893,9,9.0
death_penalty_18899,6,
death_penalty_1890,5,5.0
death_penalty_18900,7,7.0
death_penalty_18904,7,7.0
death_penalty_18914,5,7.0
death_penalty_18929,4,4.0
death_penalty_18933,6,6.0
death_penalty_18940,5,7.0
death_penalty_18943,5,5.0
death_penalty_18962,5,5.0
death_penalty_18967,5,5.0
death_penalty_1897,4,4.0
death_penalty_18978,7,7.0
death_penalty_1898,7,7.0
death_penalty_18985,7,
death_penalty_18992,5,5.0
death_penalty_19001,5,5.0
death_penalty_19010,9,9.0
death_penalty_19013,5,
death_penalty_19017,4,12.0
death_penalty_19039,4,4.0
death_penalty_19043,7,7.0
death_penalty_19044,4,4.0
death_penalty_19049,5,5.0
death_penalty_19058,5,5.0
death_penalty_19061,5,5.0
death_penalty_19071,6,
death_penalty_19089,3,3.0
death_penalty_19090,13,13.0
death_penalty_19097,4,4.0
death_penalty_19103,4,4.0
death_penalty_1912,5,5.0
death_penalty_19125,11,11.0
death_penalty_19128,5,5.0
death_penalty_19132,5,
death_penalty_19136,3,3.0
death_penalty_19144,5,5.0
death_penalty_19180,7,7.0
death_penalty_19193,5,5.0
death_penalty_192,7,7.0
death_penalty_1920,5,5.0
death_penalty_19201,4,4.0
death_penalty_19241,4,
death_penalty_19242,5,5.0
death_penalty_19247,5,5.0
death_penalty_19249,5,5.0
death_penalty_19258,5,
death_penalty_19261,5,5.0
death_penalty_19283,5,
death_penalty_19285,4,
death_penalty_1929,6,6.0
death_penalty_19290,4,4.0
death_penalty_19301,10,
death_penalty_19303,7,7.0
death_penalty_19306,7,7.0
death_penalty_19312,6,6.0
death_penalty_19317,7,7.0
death_penalty_19321,4,
death_penalty_19323,4,4.0
death_penalty_19324,7,7.0
death_penalty_19327,13,
death_penalty_19344,13,13.0
death_penalty_19380,7,7.0
death_penalty_1939,5,5.0
death_penalty_19394,6,6.0
death_penalty_19401,8,8.0
death_penalty_19402,5,
death_penalty_19432,9,9.0
death_penalty_19438,5,5.0
death_penalty_1945,5,5.0
death_penalty_19453,11,
death_penalty_19455,9,9.0
death_penalty_19458,14,14.0
death_penalty_19471,11,
death_penalty_19472,8,8.0
death_penalty_19474,5,
death_penalty_19478,7,7.0
death_penalty_19483,8,10.0
death_penalty_19487,5,5.0
death_penalty_19492,5,
death_penalty_19493,7,7.0
death_penalty_1950,3,3.0
death_penalty_19509,5,5.0
death_penalty_1952,9,
death_penalty_19525,2,2.0
death_penalty_19533,9,9.0
death_penalty_19541,5,5.0
